UID_01,VARIANT_FLAG,STUDCOUNT,OTHSTUDCOUNT,BIOCHEMICAL_NAME_IMS,HMDB_BIOCHEMICAL_NAME,METABOLON_BIOCHEMICAL_NAME,BIOCHEMICAL_NAME1,BIOCHEMICAL_NAME2,BIOCHEMICAL_NAME3,BIOCHEMICAL_NAME4,BIOCHEMICAL_NAME5,BIOCHEMICAL_NAME6,BIOCHEMICAL_NAME7,BIOCHEMICAL_NAME8,BIOCHEMICAL_NAME9,BIOCHEMICAL_NAME10,BIOCHEMICAL_NAME11,BIOCHEMICAL_NAME12,BIOCHEMICAL_NAME13,BIOCHEMICAL_NAME14,BIOCHEMICAL_NAME15,BIOCHEMICAL_NAME16,BIOCHEMICAL_NAME17,BIOCHEMICAL_NAME18,BIOCHEMICAL_NAME19,BIOCHEMICAL_NAME20,BIOCHEMICAL_NAME21,BIOCHEMICAL_NAME22,BIOCHEMICAL_NAME23,BIOCHEMICAL_NAME24,BIOCHEMICAL_NAME25,BIOCHEMICAL_NAME26,BIOCHEMICAL_NAME27,BIOCHEMICAL_NAME28,BIOCHEMICAL_NAME29,BIOCHEMICAL_NAME30,BIOCHEMICAL_NAME31,BIOCHEMICAL_NAME32,BIOCHEMICAL_NAME33,CHEMICAL_ID1,CHEMICAL_ID2,COMP_ID1,COMP_ID2,COMP_ID3,COMP_ID4,COMP_ID5,COMP_ID6,COMP_ID7,COMP_ID8,COMP_ID9,COMP_ID10,COMP_ID11,COMP_ID12,COMP_ID13,COMP_ID14,COMP_ID15,COMP_ID16,COMP_ID17,COMP_ID18,COMP_ID19,COMP_ID20,COMP_ID21,COMP_ID22,COMP_ID23,COMP_ID24,COMP_ID25,COMP_ID26,COMP_ID27,COMP_ID28,COMP_ID29,COMP_ID30,COMP_ID31,COMP_ID32,COMP_ID33,COMP_ID34,COMP_ID35,COMP_ID36,PUBCHEM1,PUBCHEM2,PUBCHEM3,PUBCHEM4,PUBCHEM5,HMDB_ID1,HMDB_ID2,HMDB_ID3,NCI_METABOLON_NAME1,NCI_METABOLON_NAME2,NCI_METABOLON_NAME3,NCI_METABOLON_NAME4,NCI_METABOLON_NAME5,NCI_METABOLON_NAME6,NCI_METABOLON_NAME7,NCI_METABOLON_NAME8,NCI_METABOLON_NAME9,NCI_METABOLON_NAME10,NCI_METABOLON_NAME11,NCI_METABOLON_NAME12,NCI_METABOLON_NAME13,NCI_METABOLON_NAME14,NCI_METABOLON_NAME15,NCI_METABOLON_NAME16,NCI_METABOLON_NAME17,NCI_METABOLON_NAME18,NCI_METABOLON_NAME19,NCI_METABOLON_NAME20,NCI_METABOLON_NAME21,NCI_METABOLON_NAME22,NCI_METABOLON_NAME23,NCI_METABOLON_NAME24,NCI_METABOLON_NAME25,NCI_METABOLON_NAME26,NCI_METABOLON_NAME27,NCI_METABOLON_NAME28,CAS1,CAS2,CAS3,CAS4,CAS5,INCHI1,INCHI2,INCHIKEY1,INCHIKEY2,CHEBI1,CHEBI2,CHEMSPIDER1,CHEMSPIDER2,CHEMSPIDER3,KEGG1,KEGG2,KEGG3,KEGG4,SUPER_PATHWAY1,SUPER_PATHWAY2,SUPER_PATHWAY3,SUPER_PATHWAY4,SUPER_PATHWAY5,SUB_PATHWAY1,SUB_PATHWAY2,SUB_PATHWAY3,SUB_PATHWAY4,SUB_PATHWAY5,SUB_PATHWAY6,SUB_PATHWAY7,HMDB_CLASS,HMDB_PARENT,HMDB_KINGDOM,HMDB_SUB_CLASS,HMDB_SUPER_CLASS,HMDB_CLASS2,HMDB_PARENT2,HMDB_SUB_CLASS2,HMDB_SUPER_CLASS2,HMDB_BIOCHEMICAL_NAME2,REFMET_NAME,MAIN_CLASS,SUB_CLASS,PRIMARY_CLASS_COMB,SECONDARY_CLASS_COMB,ABC_BROAD_NAME,ARIC_BATCH1_METABOLON_NAME,ARIC_BATCH2_METABOLON_NAME1,ARIC_BATCH2_METABOLON_NAME2,ARIC_BATCH2_METABOLON_NAME3,ARIC_BATCH2_METABOLON_NAME4,CAMP_BIONAME,CAMP_NAME,FENLAND_BIOCRATES_NAME,FENLAND_METABOLON_NAME1,FENLAND_METABOLON_NAME2,FENLAND_METABOLON_NAME3,PLCO_RCC_BROAD_NAME,SHANGHAI_BRAINSHAKE_NAME,SHANGHAI_CHD_METABOLON_NAME,TWINSUK_BIONAME_V3,TWINSUK_BIONAME_V41,TWINSUK_BIONAME_V42,TWINSUK_NAME_V3,TWINSUK_NAME_V41,TWINSUK_NAME_V42,TWINSUK_NAME_V43,VDAART_BIONAME,VDAART_NAME,BRAINSHAKE_NAME,UCLEB_NMR_NAME,HCI_WCMC_NAME,COMMENTS,PLCO_NAME,CPS2M_NAME,BAEPENDI_NAME,CPS2F_NAME,ATBC1_NAME,ATBC2_NAME,ATBC3_NAME,SPA1_NAME,SPA2_NAME,SBR_NAME,HABC_NAME,WHISERUM_NAME,MROS_NAME,BWHHS_NAME,DPP_NAME,COLO_NAME,COPSA_NAME,WIHS_NAME,TWINSUK_NAME,WELL_NAME,CORSA_NAME,ALSPAC_NAME,BIBMOTHER_NAME,BIB_NAME,SABRE_NAME,TWINS_BIOC_NAME,TWINS_BSHK_NAME,TWINSV4_NAME,AIRWAVE_NAME,SMHS_NAME,GENECARD_NAME,ATBC_APR13_NAME,ATBC_DEC13_NAME,ATBC_SEP14_NAME,ARIC_NAME,EPIC_BMRI_NAME,EPIC_LIVER_NAME,EPIC_KIDNEY_NAME,EPIC_BREAST_NAME,EPIC_COLORECT_NAME,EPIC_PROST_NAME,NSHDS_NAME,WOMIN_NAME,WHI2_NAME,ESTONIA_NAME,NHS2_NAME,NHS1_NAME,TMCS_NAME,VDAART_AGE1_NAME,WHI_NAME,CAPS_NAME,CAMP1_NAME,VDAART_HARMFLG,PLCO_HARMFLG,CPS2M_HARMFLG,BAEPENDI_HARMFLG,CPS2F_HARMFLG,ATBC1_HARMFLG,ATBC2_HARMFLG,ATBC3_HARMFLG,SPA1_HARMFLG,SPA2_HARMFLG,SBR_HARMFLG,HABC_HARMFLG,MROS_HARMFLG,BWHHS_HARMFLG,DPP_HARMFLG,COLO_HARMFLG,COPSA_HARMFLG,WIHS_HARMFLG,TWINSUK_HARMFLG,WELL_HARMFLG,CORSA_HARMFLG,ALSPAC_HARMFLG,BIBMOTHER_HARMFLG,BIB_HARMFLG,SABRE_HARMFLG,TWINS_BIOC_HARMFLG,TWINS_BSHK_HARMFLG,TWINSV4_HARMFLG,AIRWAVE_HARMFLG,SMHS_HARMFLG,GENECARD_HARMFLG,ATBC_APR13_HARMFLG,ATBC_DEC13_HARMFLG,ATBC_SEP14_HARMFLG,ARIC_HARMFLG,EPIC_BMRI_HARMFLG,EPIC_LIVER_HARMFLG,EPIC_KIDNEY_HARMFLG,EPIC_BREAST_HARMFLG,NSHDS_HARMFLG,WOMIN_HARMFLG,WHI2_HARMFLG,ESTONIA_HARMFLG,NHS2_HARMFLG,NHS1_HARMFLG,TMCS_HARMFLG,VDAART_AGE1_HARMFLG,WHI_HARMFLG,CAPS_HARMFLG,CAMP1_HARMFLG,ABC_BROAD_HARMFLG,ARIC_BATCH1_METABOLON_HARMFLG,ARIC_BATCH2_METABOLON_HARMFLG1,ARIC_BATCH2_METABOLON_HARMFLG2,ARIC_BATCH2_METABOLON_HARMFLG3,ARIC_BATCH2_METABOLON_HARMFLG4,CAMP_HARMFLG,FENLAND_BIOCRATES_HARMFLG,FENLAND_METABOLON_HARMFLG1,FENLAND_METABOLON_HARMFLG2,FENLAND_METABOLON_HARMFLG3,PLCO_RCC_BROAD_HARMFLG,SHANGHAI_BRAINSHAKE_HARMFLG,SHANGHAI_CHD_METABOLON_HARMFLG,TWINSUK_BIOHARMFLG_V3,TWINSUK_BIOHARMFLG_V41,TWINSUK_BIOHARMFLG_V42,TWINSUK_HARMFLG_V3,TWINSUK_HARMFLG_V41,TWINSUK_HARMFLG_V42,TWINSUK_HARMFLG_V43,BRAINSHAKE_HARMFLG,UCLEB_NMR_HARMFLG,HCI_WCMC_HARMFLG,NCI_METABOLON_HARMFLG,SOURCE_DATE,SOURCE_STUDY,SOURCE_FILE,RETIRED_ID_LIST,RETIRED_FLAG,N_RETIRED,RETIRED_TYPE,RET_COMM,METSUM_ONLY
HMDB01922,0,2,0,Clotrimazole,Clotrimazole,Clotrimazole,CLOTRIMAZOLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100004179,,42960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2812,,,,,HMDB0001922,,,CLOTRIMAZOLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,23593-75-1,,,,,"InChI=1S/C22H17ClN2/c23-21-14-8-7-13-20(21)22(25-16-15-24-17-25,18-9-3-1-4-10-18)19-11-5-2-6-12-19/h1-17H",,VNFPBHJOKIVQEB-UHFFFAOYSA-N,,3764,,2710,,,C06922,D00282,,,XENOBIOTICS,,,,,DRUG,,,,,,,Triphenyl compounds,Triphenyl compounds,Organic compounds,,Benzenoids,,,,,,,,,XENOBIOTICS,DRUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clotrimazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
COMP2372,0,7,0,Cytidine monophosphate,Cytidine monophosphate,,CMP,cytidine 5'-monophosphate (5'-CMP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6131,,,,,HMDB0000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63-37-6,,,,,"InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",,IERHLVCPSMICTF-XVFCMESISA-N,,17361,,5901,,,C00055,,,,NUCLEOTIDE,,,,,"PYRIMIDINEMETABOLISM,CYTIDINECONTAINING",,,,,,,Pyrimidine nucleotides,Pyrimidine ribonucleoside monophosphates,Organic compounds,Pyrimidine ribonucleotides,"Nucleosides, nucleotides, and analogues",,,,,,,Pyrimidine ribonucleotides,Pyrimidine ribonucleoside monophosphates,Pyrimidine ribonucleotides,Pyrimidine ribonucleoside monophosphates,,,,,,,,,,,,,,,,,,,,,,,CMP,X2372,,,,,,,,,,,,,,,,,,,,,,,,,,,metmss2372,,,,,,cytidine_5'_monophosphate__5'_cmp_,,,,,,,,,,,,,,,cmp,cmp,,,,x2372,cmp,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
HMDB04995,0,6,0,Codeine,Codeine,Codeine,CODEINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100002798,,39610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5284371,,,,,HMDB0004995,,,CODEINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,76-57-3,76-57-3;,,,,"InChI=1S/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3-6,11-13,17,20H,7-9H2,1-2H3/t11-,12+,13-,17-,18-/m0/s1",,OROGSEYTTFOCAN-DNJOTXNNSA-N,,16714,,4447447,,,C06174,,,,XENOBIOTICS,,,,,DRUG,,,,,,,Morphinans,Morphinans,Organic compounds,,Alkaloids and derivatives,,,,,,Codeine,Morphinans,Morphinans,Morphinans,Morphinans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CODEINE,,,,codeine,,codeine,,,,,,,,,,,,,,,,,,,,,,,,,codeine,codeine,codeine,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
BM00004,0,6,1,CONCENTRATIONOFCHYLOMICRONSANDEXTREMELYLARGEVLDLPARTICLES,,,CONCENTRATIONOFCHYLOMICRONSANDEXTREMELYLARGEVLDLPARTICLES,Concentration of chylomicrons and extremely large VLDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of chylomicrons and extremely large VLDL particles,,,,,,,,,,,,,,,,,xxl_vldl_p,,,,,,,,xxlvldlp,,xxlvldlp,mf_xxl_vldl_p_v1,,bm00004,,,,,,,,,,,,,,,,,,,,,,,,xxlvldlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00046,0,6,1,CONCENTRATIONOFIDLPARTICLES,,,CONCENTRATIONOFIDLPARTICLES,Concentration of IDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of IDL particles,,,,,,,,,,,,,,,,,idl_p,,,,,,,,idlp,,idlp,mf_idl_p_v1,,bm00046,,,,,,,,,,,,,,,,,,,,,,,,idlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00081,0,6,1,CONCENTRATIONOFLARGEHDLPARTICLES,,,CONCENTRATIONOFLARGEHDLPARTICLES,Concentration of large HDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of large HDL particles,,,,,,,,,,,,,,,,,l_hdl_p,,,,,,,,lhdlp,,lhdlp,mf_l_hdl_p_v1,,bm00081,,,,,,,,,,,,,,,,,,,,,,,,lhdlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00053,0,6,1,CONCENTRATIONOFLARGELDLPARTICLES,,,CONCENTRATIONOFLARGELDLPARTICLES,Concentration of large LDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of large LDL particles,,,,,,,,,,,,,,,,,l_ldl_p,,,,,,,,lldlp,,lldlp,mf_l_ldl_p_v1,,bm00053,,,,,,,,,,,,,,,,,,,,,,,,lldlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00018,0,6,1,CONCENTRATIONOFLARGEVLDLPARTICLES,,,CONCENTRATIONOFLARGEVLDLPARTICLES,Concentration of large VLDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of large VLDL particles,,,,,,,,,,,,,,,,,l_vldl_p,,,,,,,,lvldlp,,lvldlp,mf_l_vldl_p_v1,,bm00018,,,,,,,,,,,,,,,,,,,,,,,,lvldlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00088,0,6,1,CONCENTRATIONOFMEDIUMHDLPARTICLES,,,CONCENTRATIONOFMEDIUMHDLPARTICLES,Concentration of medium HDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of medium HDL particles,,,,,,,,,,,,,,,,,m_hdl_p,,,,,,,,mhdlp,,mhdlp,mf_m_hdl_p_v1,,bm00088,,,,,,,,,,,,,,,,,,,,,,,,mhdlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00060,0,6,1,CONCENTRATIONOFMEDIUMLDLPARTICLES,,,CONCENTRATIONOFMEDIUMLDLPARTICLES,Concentration of medium LDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of medium LDL particles,,,,,,,,,,,,,,,,,m_ldl_p,,,,,,,,mldlp,,mldlp,mf_m_ldl_p_v1,,bm00060,,,,,,,,,,,,,,,,,,,,,,,,mldlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00025,0,6,1,CONCENTRATIONOFMEDIUMVLDLPARTICLES,,,CONCENTRATIONOFMEDIUMVLDLPARTICLES,Concentration of medium VLDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of medium VLDL particles,,,,,,,,,,,,,,,,,m_vldl_p,,,,,,,,mvldlp,,mvldlp,mf_m_vldl_p_v1,,bm00025,,,,,,,,,,,,,,,,,,,,,,,,mvldlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00095,0,6,1,CONCENTRATIONOFSMALLHDLPARTICLES,,,CONCENTRATIONOFSMALLHDLPARTICLES,Concentration of small HDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of small HDL particles,,,,,,,,,,,,,,,,,s_hdl_p,,,,,,,,shdlp,,shdlp,mf_s_hdl_p_v1,,bm00095,,,,,,,,,,,,,,,,,,,,,,,,shdlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00067,0,6,1,CONCENTRATIONOFSMALLLDLPARTICLES,,,CONCENTRATIONOFSMALLLDLPARTICLES,Concentration of small LDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of small LDL particles,,,,,,,,,,,,,,,,,s_ldl_p,,,,,,,,sldlp,,sldlp,mf_s_ldl_p_v1,,bm00067,,,,,,,,,,,,,,,,,,,,,,,,sldlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00032,0,6,1,CONCENTRATIONOFSMALLVLDLPARTICLES,,,CONCENTRATIONOFSMALLVLDLPARTICLES,Concentration of small VLDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of small VLDL particles,,,,,,,,,,,,,,,,,s_vldl_p,,,,,,,,svldlp,,svldlp,mf_s_vldl_p_v1,,bm00032,,,,,,,,,,,,,,,,,,,,,,,,svldlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00074,0,6,1,CONCENTRATIONOFVERYLARGEHDLPARTICLES,,,CONCENTRATIONOFVERYLARGEHDLPARTICLES,Concentration of very large HDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of very large HDL particles,,,,,,,,,,,,,,,,,xl_hdl_p,,,,,,,,xlhdlp,,xlhdlp,mf_xl_hdl_p_v1,,bm00074,,,,,,,,,,,,,,,,,,,,,,,,xlhdlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00011,0,6,1,CONCENTRATIONOFVERYLARGEVLDLPARTICLES,,,CONCENTRATIONOFVERYLARGEVLDLPARTICLES,Concentration of very large VLDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of very large VLDL particles,,,,,,,,,,,,,,,,,xl_vldl_p,,,,,,,,xlvldlp,,xlvldlp,mf_xl_vldl_p_v1,,bm00011,,,,,,,,,,,,,,,,,,,,,,,,xlvldlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
BM00039,0,6,1,CONCENTRATIONOFVERYSMALLVLDLPARTICLES,,,CONCENTRATIONOFVERYSMALLVLDLPARTICLES,Concentration of very small VLDL particles  (mol/l),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concentration of very small VLDL particles,,,,,,,,,,,,,,,,,xs_vldl_p,,,,,,,,xsvldlp,,xsvldlp,mf_xs_vldl_p_v1,,bm00039,,,,,,,,,,,,,,,,,,,,,,,,xsvldlp,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,pre-existing,pre-existing,,,,,,0
